latitude,longitude,hour_of_day,direction,distance_to_nearest_stop,nearest_stop_name,is_stop
14.6036078,120.9829618,10,1,11.0455,Recto LRT,1
14.6036357,120.9829415,10,1,9.526,Recto LRT,1
14.6036311,120.982944,10,1,9.7471,Recto LRT,1
14.6036344,120.9829461,10,1,9.3191,Recto LRT,1
14.6036326,120.9829473,10,1,9.3981,Recto LRT,1
14.603633,120.9829446,10,1,9.5414,Recto LRT,1
14.6036323,120.982945,10,1,9.5757,Recto LRT,1
14.6036313,120.9829442,10,1,9.7163,Recto LRT,1
14.6036358,120.9829517,10,1,8.8302,Recto LRT,1
14.6036297,120.9829485,10,1,9.582,Recto LRT,1
14.6036331,120.9829538,10,1,8.9471,Recto LRT,1
14.6036409,120.9829444,10,1,8.887,Recto LRT,1
14.6036335,120.9829401,10,1,9.8092,Recto LRT,1
14.6036331,120.982944,10,1,9.5733,Recto LRT,1
14.6036365,120.9829536,10,1,8.6478,Recto LRT,1
14.603629,120.9829468,10,1,9.7518,Recto LRT,1
14.6036327,120.9829504,10,1,9.1916,Recto LRT,1
14.6036293,120.9829434,10,1,9.9446,Recto LRT,1
14.6036297,120.9829559,10,1,9.1446,Recto LRT,1
14.6036284,120.9829463,10,1,9.8374,Recto LRT,1
14.6036341,120.9829475,10,1,9.2525,Recto LRT,1
14.6036345,120.9829458,10,1,9.3305,Recto LRT,1
14.6036391,120.9829471,10,1,8.8463,Recto LRT,1
14.6036338,120.9829429,10,1,9.5883,Recto LRT,1
14.6036358,120.9829437,10,1,9.3627,Recto LRT,1
14.6036338,120.9829458,10,1,9.3914,Recto LRT,1
14.603637,120.9829479,10,1,8.9723,Recto LRT,1
14.6036335,120.9829458,10,1,9.4176,Recto LRT,1
14.6036334,120.9829507,10,1,9.1095,Recto LRT,1
14.6036397,120.9829457,10,1,8.8936,Recto LRT,1
14.6036363,120.9829411,10,1,9.5046,Recto LRT,1
14.6036365,120.9829447,10,1,9.2338,Recto LRT,1
14.6036328,120.9829482,10,1,9.3222,Recto LRT,1
14.6036315,120.982896,10,1,13.5369,Recto LRT,1
14.6036005,120.9828824,10,1,16.8088,Recto LRT,1
14.6036502,120.9828292,10,1,19.1946,Recto LRT,1
14.6036727,120.982754,10,1,26.6437,Recto LRT,1
14.6037123,120.9827323,10,1,28.8377,Recto LRT,1
14.6037125,120.9826721,10,1,35.3102,Recto LRT,1
14.6036632,120.9826391,10,1,39.0488,Recto LRT,1
14.6036901,120.9826081,10,1,42.1838,Recto LRT,1
14.6037047,120.9825442,10,1,49.048,Recto LRT,1
14.6037375,120.9824968,10,1,54.3059,Recto LRT,0
14.6037059,120.9824405,10,1,60.2072,Recto LRT,0
14.6037271,120.982427,10,1,61.7298,Recto LRT,0
14.603778,120.9823948,10,1,65.6961,Recto LRT,0
14.6038277,120.9824675,10,1,59.0316,Recto LRT,0
14.6038909,120.9824564,10,1,62.2253,Recto LRT,0
14.6039538,120.982467,10,1,63.9195,Recto LRT,0
14.6040148,120.9825872,10,1,56.5533,Recto LRT,0
14.6040546,120.9824452,10,1,71.5439,Recto LRT,0
14.604147,120.9824837,10,1,74.5444,Recto LRT,0
14.6043965,120.9826303,10,1,87.0665,Recto LRT,0
14.604257,120.9825,10,1,82.0401,Recto LRT,0
14.6043052,120.9825509,10,1,82.8485,Recto LRT,0
14.6043517,120.9825235,10,1,88.7702,Recto LRT,0
14.6043831,120.9825623,10,1,89.3738,Recto LRT,0
14.604419,120.9825348,10,1,94.3267,Recto LRT,0
14.604538,120.9825726,10,1,103.9123,Recto LRT,0
14.6045785,120.982586,10,1,107.3628,Recto LRT,0
14.6046312,120.9825684,10,1,113.4826,Recto LRT,0
14.6047108,120.9826366,10,1,119.0035,Recto LRT,0
14.6047224,120.9825859,10,1,122.1059,Recto LRT,0
14.604795,120.9826369,10,1,127.8734,Recto LRT,0
14.6048506,120.9826275,10,1,134.0725,Recto LRT,0
14.6049142,120.982683,10,1,139.255,Recto LRT,0
14.604973,120.982684,10,1,145.5778,Recto LRT,0
14.6050367,120.9826655,10,1,152.9302,Recto LRT,0
14.6046012,120.9826647,10,1,106.5059,Recto LRT,0
14.6051061,120.9826943,10,1,159.7739,Recto LRT,0
14.6051124,120.9826742,10,1,160.9168,Recto LRT,0
14.6051482,120.9827642,10,1,163.0191,Recto LRT,0
14.6051648,120.982769,10,1,164.764,Recto LRT,0
14.6051963,120.9828056,10,1,167.6907,Recto LRT,0
14.6052368,120.982844,10,1,171.7068,Recto LRT,0
14.6053271,120.9828467,10,1,181.6757,Recto LRT,0
14.6054678,120.9828771,10,1,197.0147,Recto LRT,0
14.605544,120.9828597,10,1,205.5984,Recto LRT,0
14.6056806,120.9828894,10,1,220.554,Recto LRT,0
14.6060352,120.9830774,10,1,200.3255,Sulu Manila,0
14.6059235,120.9828989,10,1,220.8827,Sulu Manila,0
14.6060028,120.9829502,10,1,210.48,Sulu Manila,0
14.606186,120.9829464,10,1,193.839,Sulu Manila,0
14.6062807,120.9829668,10,1,184.0659,Sulu Manila,0
14.6064301,120.9829539,10,1,172.0252,Sulu Manila,0
14.6065113,120.9829641,10,1,164.5576,Sulu Manila,0
14.6066586,120.9829752,10,1,152.0428,Sulu Manila,0
14.606728,120.9829461,10,1,149.2022,Sulu Manila,0
14.6068324,120.9829764,10,1,139.3414,Sulu Manila,0
14.6069383,120.9829691,10,1,133.1096,Sulu Manila,0
14.6069744,120.982981,10,1,129.8505,Sulu Manila,0
14.6070988,120.9829671,10,1,124.3311,Sulu Manila,0
14.6071949,120.9829364,10,1,122.9899,Sulu Manila,0
14.6071987,120.9829591,10,1,120.5634,Sulu Manila,0
14.6073228,120.982977,10,1,114.3096,Sulu Manila,0
14.6074303,120.9829308,10,1,116.5839,Sulu Manila,0
14.6075217,120.9829472,10,1,113.6161,Sulu Manila,0
14.6076024,120.9829533,10,1,112.6259,Sulu Manila,0
14.6076952,120.9829816,10,1,110.0906,Sulu Manila,0
14.6078519,120.9830212,10,1,108.9805,Sulu Manila,0
14.6080524,120.9830005,10,1,118.7301,Sulu Manila,0
14.6082048,120.9829923,10,1,127.5912,Sulu Manila,0
14.6083822,120.9829847,10,1,139.6416,Sulu Manila,0
14.6085273,120.9830244,10,1,128.8985,Felix Huertas 3,0
14.6086626,120.9830618,10,1,117.3105,Felix Huertas 3,0
14.6087701,120.9830482,10,1,113.0206,Felix Huertas 3,0
14.6087965,120.9830636,10,1,110.2948,Felix Huertas 3,0
14.6087943,120.9830731,10,1,109.4624,Felix Huertas 3,0
14.6088,120.9830631,10,1,110.1863,Felix Huertas 3,0
14.6087937,120.9830714,10,1,109.6566,Felix Huertas 3,0
14.6087977,120.9830781,10,1,108.8165,Felix Huertas 3,0
14.6087975,120.983071,10,1,109.5225,Felix Huertas 3,0
14.6088004,120.9830695,10,1,109.5386,Felix Huertas 3,0
14.6087984,120.9830743,10,1,109.1575,Felix Huertas 3,0
14.6087982,120.9830669,10,1,109.8936,Felix Huertas 3,0
14.6087952,120.9830754,10,1,109.1957,Felix Huertas 3,0
14.6087943,120.9830711,10,1,109.6585,Felix Huertas 3,0
14.6087951,120.983072,10,1,109.5337,Felix Huertas 3,0
14.608802,120.9830668,10,1,109.7323,Felix Huertas 3,0
14.6087996,120.9830716,10,1,109.3683,Felix Huertas 3,0
14.608798,120.9830784,10,1,108.7734,Felix Huertas 3,0
14.6088009,120.9830689,10,1,109.5751,Felix Huertas 3,0
14.6087953,120.9830703,10,1,109.6913,Felix Huertas 3,0
14.6088016,120.983069,10,1,109.5337,Felix Huertas 3,0
14.6087953,120.9830711,10,1,109.6128,Felix Huertas 3,0
14.6088012,120.9830722,10,1,109.237,Felix Huertas 3,0
14.6087996,120.9830714,10,1,109.3879,Felix Huertas 3,0
14.6087979,120.983071,10,1,109.5043,Felix Huertas 3,0
14.608795,120.9830682,10,1,109.9111,Felix Huertas 3,0
14.6088033,120.9830766,10,1,108.7095,Felix Huertas 3,0
14.6087996,120.9830722,10,1,109.3093,Felix Huertas 3,0
14.6088005,120.9830642,10,1,110.0556,Felix Huertas 3,0
14.6087982,120.9830761,10,1,108.9899,Felix Huertas 3,0
14.608794,120.9830743,10,1,109.3586,Felix Huertas 3,0
14.6088025,120.9830724,10,1,109.1587,Felix Huertas 3,0
14.6087986,120.9830721,10,1,109.3645,Felix Huertas 3,0
14.6088017,120.98307,10,1,109.4308,Felix Huertas 3,0
14.6088002,120.9830706,10,1,109.4394,Felix Huertas 3,0
14.6087994,120.9830747,10,1,109.0728,Felix Huertas 3,0
14.608896,120.983136,10,1,98.9212,Felix Huertas 3,0
14.6088763,120.9830968,10,1,103.6356,Felix Huertas 3,0
14.608922,120.9831436,10,1,97.1953,Felix Huertas 3,0
14.6090152,120.983203,10,1,88.1847,Felix Huertas 3,0
14.6091982,120.9831552,10,1,90.9006,Felix Huertas 3,0
14.6093397,120.9831779,10,1,89.8114,Felix Huertas 3,0
14.609541,120.9831809,10,1,95.9453,Felix Huertas 3,0
14.6097051,120.9832413,10,1,99.0903,Felix Huertas 3,0
14.6098765,120.9832388,10,1,111.2069,Felix Huertas 3,0
14.6100016,120.9832381,10,1,121.1016,Felix Huertas 3,0
14.6101829,120.9833072,10,1,132.2952,Felix Huertas 3,0
14.6103636,120.9832979,10,1,147.2223,Felix Huertas 2,0
14.6105487,120.9832893,10,1,130.5262,Felix Huertas 2,0
14.6107168,120.9833146,10,1,114.1188,Felix Huertas 2,0
14.6108135,120.9833282,10,1,105.1294,Felix Huertas 2,0
14.6110354,120.9833258,10,1,89.0583,Felix Huertas 2,0
14.6112138,120.983342,10,1,77.6235,Felix Huertas 2,0
14.6113546,120.9833457,10,1,72.2345,Felix Huertas 2,0
14.6115363,120.98335,10,1,70.0555,Felix Huertas 2,0
14.6116806,120.9833645,10,1,71.2668,Felix Huertas 2,0
14.6118808,120.9833532,10,1,81.4639,Felix Huertas 2,0
14.6121294,120.9834529,10,1,91.4516,Felix Huertas 2,0
14.6122603,120.9834133,10,1,103.6838,Quiricada / Felix Huertas,0
14.6123688,120.983374,10,1,97.2779,Quiricada / Felix Huertas,0
14.6124652,120.9834643,10,1,82.8175,Quiricada / Felix Huertas,0
14.6126925,120.9834331,10,1,69.9271,Quiricada / Felix Huertas,0
14.6129472,120.9834477,10,1,59.7157,Quiricada / Felix Huertas,0
14.6130408,120.9834802,10,1,56.1131,Quiricada / Felix Huertas,0
14.6132398,120.9834916,10,1,60.8555,Quiricada / Felix Huertas,0
14.6134963,120.9834956,10,1,77.4015,Quiricada / Felix Huertas,0
14.6136865,120.9835399,10,1,90.983,Quiricada / Felix Huertas,0
14.6139308,120.9835149,10,1,115.9167,Quiricada / Felix Huertas,0
14.6141263,120.9835774,10,1,133.238,Quiricada / Felix Huertas,0
14.614333,120.9835874,10,1,154.7285,Quiricada / Felix Huertas,0
14.6145491,120.9836003,10,1,151.5356,Felix Huertas Manila,0
14.6147328,120.9836553,10,1,144.7318,Felix Huertas Manila,0
14.615181,120.9838013,10,1,139.6266,Felix Huertas Manila,0
14.6151737,120.9836471,10,1,154.8047,Felix Huertas Manila,0
14.615337,120.9836671,10,1,159.9538,Felix Huertas Manila,0
14.615594,120.9836587,10,1,175.2433,Felix Huertas Manila,0
14.6157959,120.9836893,10,1,186.3818,Felix Huertas Manila,0
14.6160244,120.9838447,10,1,192.7163,Felix Huertas Manila,0
14.6162329,120.983731,10,1,218.3957,Felix Huertas Manila,0
14.61646,120.9837398,10,1,238.0867,Felix Huertas Manila,0
14.6167229,120.9837234,10,1,263.5593,Felix Huertas Manila,0
14.6169101,120.9837396,10,1,280.6873,Felix Huertas Manila,0
14.6171251,120.9837619,10,1,300.7693,Felix Huertas Manila,0
14.617396,120.9837911,10,1,326.7844,Felix Huertas Manila,0
14.6176653,120.9838109,10,1,353.679,Felix Huertas Manila,0
14.6179512,120.9837809,10,1,351.3778,Tomas Mapua / Batangas,0
14.6182133,120.98385,10,1,331.7414,Tomas Mapua / Batangas,0
14.6184354,120.9838139,10,1,309.8754,Tomas Mapua / Batangas,0
14.618645,120.9837879,10,1,290.2799,Tomas Mapua / Batangas,0
14.6188308,120.9838245,11,1,277.9162,Tomas Mapua / Batangas,0
14.6202745,120.9834365,11,1,158.7406,Tomas Mapua / Batangas,0
14.6191913,120.9838675,11,1,254.7749,Tomas Mapua / Batangas,0
14.6193837,120.9838481,11,1,240.481,Tomas Mapua / Batangas,0
14.6195566,120.9838425,11,1,229.6978,Tomas Mapua / Batangas,0
14.6197149,120.9838315,11,1,220.2694,Tomas Mapua / Batangas,0
14.6198932,120.9838654,11,1,215.5457,Tomas Mapua / Batangas,0
14.6200267,120.9838172,11,1,205.6504,Tomas Mapua / Batangas,0
14.6201667,120.9838191,11,1,201.5679,Tomas Mapua / Batangas,0
14.6203585,120.9838678,11,1,202.7509,Tomas Mapua / Batangas,0
14.6205422,120.983842,11,1,198.2928,Tomas Mapua / Batangas,0
14.6206973,120.9838329,11,1,197.506,Tomas Mapua / Batangas,0
14.6208677,120.9838646,11,1,202.8164,Tomas Mapua / Batangas,0
14.62097,120.9838813,11,1,206.5558,Tomas Mapua / Batangas,0
14.6211791,120.9838488,11,1,209.0828,Tomas Mapua / Batangas,0
14.6213244,120.9839137,11,1,215.6205,T. Mapua / Laguna,0
14.6214794,120.983906,11,1,210.339,T. Mapua / Laguna,0
14.621548,120.9839483,11,1,213.2476,T. Mapua / Laguna,0
14.6216005,120.9838961,11,1,206.7088,T. Mapua / Laguna,0
14.6216947,120.9839414,11,1,210.1261,T. Mapua / Laguna,0
14.6217704,120.9839434,11,1,209.5935,T. Mapua / Laguna,0
14.6218621,120.9839274,11,1,207.4188,T. Mapua / Laguna,0
14.6218673,120.9839272,11,1,207.3863,T. Mapua / Laguna,0
14.6218581,120.9839263,11,1,207.31,T. Mapua / Laguna,0
14.6218566,120.9839255,11,1,207.2278,T. Mapua / Laguna,0
14.621858,120.9839297,11,1,207.676,T. Mapua / Laguna,0
14.6218576,120.9839226,11,1,206.9133,T. Mapua / Laguna,0
14.6218609,120.9839279,11,1,207.4753,T. Mapua / Laguna,0
14.6218587,120.9839268,11,1,207.3623,T. Mapua / Laguna,0
14.621859,120.983928,11,1,207.4906,T. Mapua / Laguna,0
14.6218619,120.9839181,11,1,206.4188,T. Mapua / Laguna,0
14.6218474,120.9839212,11,1,206.7916,T. Mapua / Laguna,0
14.6218606,120.9839244,11,1,207.0995,T. Mapua / Laguna,0
14.6218641,120.9839257,11,1,207.2315,T. Mapua / Laguna,0
14.6218583,120.9839227,11,1,206.9222,T. Mapua / Laguna,0
14.6218614,120.9839271,11,1,207.3881,T. Mapua / Laguna,0
14.6218595,120.9839246,11,1,207.1237,T. Mapua / Laguna,0
14.6218606,120.9839287,11,1,207.5621,T. Mapua / Laguna,0
14.621857,120.9839209,11,1,206.7319,T. Mapua / Laguna,0
14.6218588,120.9839277,11,1,207.4588,T. Mapua / Laguna,0
14.6218579,120.9839286,11,1,207.5579,T. Mapua / Laguna,0
14.6218587,120.9839269,11,1,207.373,T. Mapua / Laguna,0
14.621865,120.9839251,11,1,207.1651,T. Mapua / Laguna,0
14.62186,120.9839209,11,1,206.7245,T. Mapua / Laguna,0
14.6218638,120.9839271,11,1,207.3828,T. Mapua / Laguna,0
14.6218608,120.9839296,11,1,207.6584,T. Mapua / Laguna,0
14.6218617,120.9839231,11,1,206.9571,T. Mapua / Laguna,0
14.6218607,120.983925,11,1,207.1638,T. Mapua / Laguna,0
14.6218577,120.9839273,11,1,207.4186,T. Mapua / Laguna,0
14.6218591,120.9839293,11,1,207.6302,T. Mapua / Laguna,0
14.6218603,120.9839268,11,1,207.3584,T. Mapua / Laguna,0
14.6218593,120.9839269,11,1,207.3716,T. Mapua / Laguna,0
14.6218617,120.9839283,11,1,207.5165,T. Mapua / Laguna,0
14.6218592,120.9839223,11,1,206.877,T. Mapua / Laguna,0
14.6219394,120.9839241,11,1,207.0672,T. Mapua / Laguna,0
14.6219859,120.9839259,11,1,207.4346,T. Mapua / Laguna,0
14.6221008,120.9839522,11,1,211.2276,T. Mapua / Laguna,0
14.6221558,120.9839079,11,1,207.239,T. Mapua / Laguna,0
14.6222399,120.983915,11,1,209.4794,T. Mapua / Laguna,0
14.6223095,120.9839118,11,1,210.6769,T. Mapua / Laguna,0
14.6224223,120.9839494,11,1,217.635,T. Mapua / Laguna,0
14.6224374,120.9838319,11,1,205.9597,T. Mapua / Laguna,0
14.6224746,120.9837848,11,1,200.7226,T. Mapua / New Antipolo,0
14.6224084,120.9836678,11,1,188.1386,T. Mapua / Laguna,0
14.6224722,120.9835645,11,1,178.2673,T. Mapua / New Antipolo,0
14.6224637,120.9835682,11,1,178.9559,T. Mapua / New Antipolo,0
14.6225387,120.9834513,11,1,164.3591,T. Mapua / New Antipolo,0
14.6224797,120.9833339,11,1,154.7409,T. Mapua / New Antipolo,0
14.6224947,120.9832819,11,1,148.9292,T. Mapua / New Antipolo,0
14.6225033,120.9831928,11,1,139.717,T. Mapua / New Antipolo,0
14.6225463,120.9831356,11,1,132.1884,T. Mapua / New Antipolo,0
14.62253,120.9830799,11,1,127.4024,T. Mapua / New Antipolo,0
14.6225326,120.9829183,11,1,111.6384,T. Mapua / New Antipolo,0
14.6227165,120.9829627,11,1,108.2707,T. Mapua / New Antipolo,0
14.6229793,120.9829925,11,1,106.811,T. Mapua / New Antipolo,0
14.623211,120.9829775,11,1,107.7574,T. Mapua / New Antipolo,0
14.6234452,120.9829908,11,1,117.5367,T. Mapua / New Antipolo,0
14.6237215,120.9828473,11,1,121.4379,T. Mapua / New Antipolo,0
14.623945,120.9829853,11,1,149.2649,T. Mapua / New Antipolo,0
14.624105,120.9829865,11,1,162.3666,T. Mapua / New Antipolo,0
14.6244089,120.9830004,11,1,190.0753,T. Mapua / New Antipolo,0
14.6245958,120.9829994,11,1,207.4825,T. Mapua / New Antipolo,0
14.6248243,120.9830494,11,1,228.0766,T. Bugallon / Cavite,0
14.6250567,120.9829932,11,1,230.3688,T. Bugallon / Cavite,0
14.6253174,120.9830161,11,1,244.645,T. Bugallon / Cavite,0
14.6254078,120.983033,11,1,251.0353,T. Bugallon / Cavite,0
14.625532,120.9830699,11,1,261.4658,T. Bugallon / Cavite,0
14.6256368,120.9830171,11,1,263.0492,T. Bugallon / Cavite,0
14.6258351,120.983032,11,1,277.3711,T. Bugallon / Cavite,0
14.6259015,120.9830308,11,1,281.8747,T. Bugallon / Cavite,0
14.626026,120.9830631,11,1,293.4387,T. Bugallon / Cavite,0
14.6261595,120.9830657,11,1,303.5603,T. Bugallon / Cavite,0
14.6261794,120.9823118,11,1,252.1761,T. Bugallon / Cavite,0
14.6263947,120.9830507,11,1,320.8321,T. Bugallon / Cavite,0
14.6265088,120.983076,11,1,331.9835,T. Bugallon / Cavite,0
14.6265851,120.9830661,11,1,337.606,T. Bugallon / Cavite,0
14.6267736,120.9831043,11,1,356.2484,T. Bugallon / Cavite,0
14.6269497,120.9830572,11,1,361.5495,T. Bugallon Street,0
14.6272155,120.9831287,11,1,381.5531,T. Bugallon Street,0
14.6273973,120.9831375,11,1,392.2912,T. Bugallon Street,0
14.6274118,120.9830933,11,1,389.0391,T. Bugallon Street,0
14.6274148,120.9830891,11,1,388.8256,T. Bugallon Street,0
14.6274162,120.9830865,11,1,388.6674,T. Bugallon Street,0
14.6274158,120.9830923,11,1,389.1776,T. Bugallon Street,0
14.6274105,120.9830872,11,1,388.4028,T. Bugallon Street,0
14.6274159,120.9830904,11,1,389.0086,T. Bugallon Street,0
14.6274122,120.983095,11,1,389.2186,T. Bugallon Street,0
14.6274097,120.9830901,11,1,388.6236,T. Bugallon Street,0
14.6274157,120.9830872,11,1,388.7029,T. Bugallon Street,0
14.6274087,120.9830942,11,1,388.9436,T. Bugallon Street,0
14.6274156,120.9830933,11,1,389.2581,T. Bugallon Street,0
14.6274134,120.9830877,11,1,388.6161,T. Bugallon Street,0
14.6274152,120.9830875,11,1,388.7016,T. Bugallon Street,0
14.6274164,120.9830927,11,1,389.249,T. Bugallon Street,0
14.627416,120.9830918,11,1,389.1432,T. Bugallon Street,0
14.6274135,120.983087,11,1,388.5575,T. Bugallon Street,0
14.6274136,120.9830954,11,1,389.336,T. Bugallon Street,0
14.6274099,120.9830912,11,1,388.7364,T. Bugallon Street,0
14.6274136,120.983096,11,1,389.3913,T. Bugallon Street,0
14.6274091,120.9830868,11,1,388.2854,T. Bugallon Street,0
14.6274133,120.9830933,11,1,389.1255,T. Bugallon Street,0
14.6274187,120.9830918,11,1,389.299,T. Bugallon Street,0
14.6274197,120.9830924,11,1,389.412,T. Bugallon Street,0
14.6274117,120.9830922,11,1,388.9321,T. Bugallon Street,0
14.6274084,120.9830875,11,1,388.3095,T. Bugallon Street,0
14.6274159,120.9830887,11,1,388.8523,T. Bugallon Street,0
14.6274135,120.9830952,11,1,389.3119,T. Bugallon Street,0
14.6274167,120.9830938,11,1,389.3675,T. Bugallon Street,0
14.6274163,120.9830928,11,1,389.2525,T. Bugallon Street,0
14.6274107,120.9830891,11,1,388.5892,T. Bugallon Street,0
14.6274114,120.98309,11,1,388.7124,T. Bugallon Street,0
14.6274122,120.9830903,11,1,388.7861,T. Bugallon Street,0
14.6276696,120.9830931,11,1,404.6097,T. Bugallon Street,0
14.6279061,120.9831279,11,1,423.096,T. Bugallon Street,0
14.6280904,120.9830476,11,1,416.4938,Jose Abad Santos / Morong,0
14.6281469,120.9831158,11,1,418.5038,Jose Abad Santos / Morong,0
14.6281838,120.9831042,11,1,415.0555,Jose Abad Santos / Morong,0
14.6282505,120.98312,11,1,412.0789,Jose Abad Santos / Morong,0
14.628305,120.9831234,11,1,408.8943,Jose Abad Santos / Morong,0
14.6283233,120.9830706,11,1,403.0693,Jose Abad Santos / Morong,0
14.628381,120.9830759,11,1,399.9,Jose Abad Santos / Morong,0
14.6284717,120.98307,11,1,393.7938,Jose Abad Santos / Morong,0
14.6284563,120.9830547,11,1,393.3524,Jose Abad Santos / Morong,0
14.6285251,120.9830819,11,1,391.6757,Jose Abad Santos / Morong,0
14.6286424,120.9830699,11,1,383.7798,Jose Abad Santos / Morong,0
14.6286966,120.9830481,11,1,378.7132,Jose Abad Santos / Morong,0
14.628715,120.9830322,11,1,376.2097,Jose Abad Santos / Morong,0
14.6287517,120.9830177,11,1,372.8347,Jose Abad Santos / Morong,0
14.6288254,120.9830179,11,1,368.894,Jose Abad Santos / Morong,0
14.6288217,120.9830156,11,1,368.8717,Jose Abad Santos / Morong,0
14.6288214,120.9829627,11,1,363.8918,Jose Abad Santos / Morong,0
14.6289475,120.9829556,11,1,356.658,Jose Abad Santos / Morong,0
14.6289925,120.9829636,11,1,355.1925,Jose Abad Santos / Morong,0
14.6289912,120.9829043,11,1,349.5413,Jose Abad Santos / Morong,0
14.6290467,120.9828922,11,1,345.6469,Jose Abad Santos / Morong,0
14.6291148,120.9828635,11,1,339.6144,Jose Abad Santos / Morong,0
14.6291289,120.9828675,11,1,339.3489,Jose Abad Santos / Morong,0
14.6291715,120.9828394,11,1,334.6412,Jose Abad Santos / Morong,0
14.6291908,120.9827938,11,1,329.2864,Jose Abad Santos / Morong,0
14.6292403,120.9827964,11,1,327.3346,Jose Abad Santos / Morong,0
14.6292525,120.9826981,11,1,317.0928,Jose Abad Santos / Morong,0
14.6293523,120.9827401,11,1,316.9904,Jose Abad Santos / Morong,0
14.6293789,120.9826359,11,1,305.4802,Jose Abad Santos / Morong,0
14.6294388,120.9826066,11,1,300.1198,Jose Abad Santos / Morong,0
14.6294939,120.9826095,11,1,298.2865,Jose Abad Santos / Morong,0
14.629506,120.9825579,11,1,292.6073,Jose Abad Santos / Morong,0
14.6295585,120.9825265,11,1,287.4795,Jose Abad Santos / Morong,0
14.629633,120.9824826,11,1,280.3878,Jose Abad Santos / Morong,0
14.6296675,120.9824204,11,1,272.8507,Jose Abad Santos / Morong,0
14.6296978,120.9823892,11,1,268.6503,Jose Abad Santos / Morong,0
14.6297667,120.9823074,11,1,258.0468,Jose Abad Santos / Morong,0
14.629829,120.9822863,11,1,254.0442,Jose Abad Santos / Morong,0
14.6299164,120.9821628,11,1,238.8273,Jose Abad Santos / Morong,0
14.6300261,120.9820802,11,1,227.6367,Jose Abad Santos / Morong,0
14.6301321,120.9819878,11,1,215.9311,Jose Abad Santos / Morong,0
14.6301971,120.9819048,11,1,206.1747,Jose Abad Santos / Morong,0
14.6302942,120.9818273,11,1,196.95,Jose Abad Santos / Morong,0
14.6304091,120.9817447,11,1,187.7141,Jose Abad Santos / Morong,0
14.6304622,120.9816698,11,1,179.7859,Jose Abad Santos / Morong,0
14.6304659,120.9816574,11,1,178.4692,Jose Abad Santos / Morong,0
14.6304704,120.9816614,11,1,178.9204,Jose Abad Santos / Morong,0
14.6304745,120.9816621,11,1,179.0162,Jose Abad Santos / Morong,0
14.6304739,120.9816609,11,1,178.8841,Jose Abad Santos / Morong,0
14.6304739,120.9816616,11,1,178.9594,Jose Abad Santos / Morong,0
14.6304711,120.9816568,11,1,178.4294,Jose Abad Santos / Morong,0
14.6304716,120.9816618,11,1,178.9693,Jose Abad Santos / Morong,0
14.6304762,120.9816598,11,1,178.7779,Jose Abad Santos / Morong,0
14.6304735,120.9816591,11,1,178.6887,Jose Abad Santos / Morong,0
14.6304735,120.9816581,11,1,178.5812,Jose Abad Santos / Morong,0
14.6304753,120.9816548,11,1,178.2358,Jose Abad Santos / Morong,0
14.6304746,120.9816565,11,1,178.4149,Jose Abad Santos / Morong,0
14.6304708,120.9816613,11,1,178.9116,Jose Abad Santos / Morong,0
14.6304719,120.9816641,11,1,179.218,Jose Abad Santos / Morong,0
14.630471,120.9816604,11,1,178.8159,Jose Abad Santos / Morong,0
14.6304729,120.9816649,11,1,179.309,Jose Abad Santos / Morong,0
14.6304771,120.9816587,11,1,178.6644,Jose Abad Santos / Morong,0
14.6304742,120.9816597,11,1,178.7567,Jose Abad Santos / Morong,0
14.630471,120.9816623,11,1,179.0201,Jose Abad Santos / Morong,0
14.6304706,120.9816614,11,1,178.9214,Jose Abad Santos / Morong,0
14.6304694,120.9816535,11,1,178.0664,Jose Abad Santos / Morong,0
14.6304747,120.9816629,11,1,179.1032,Jose Abad Santos / Morong,0
14.6304761,120.981659,11,1,178.6914,Jose Abad Santos / Morong,0
14.6304741,120.9816603,11,1,178.8207,Jose Abad Santos / Morong,0
14.6304768,120.9816616,11,1,178.9745,Jose Abad Santos / Morong,0
14.6304713,120.9816623,11,1,179.0216,Jose Abad Santos / Morong,0
14.6304725,120.9816615,11,1,178.9416,Jose Abad Santos / Morong,0
14.6304749,120.9816596,11,1,178.7496,Jose Abad Santos / Morong,0
14.6304733,120.9816658,11,1,179.4077,Jose Abad Santos / Morong,0
14.6304716,120.9816614,11,1,178.9263,Jose Abad Santos / Morong,0
14.6304748,120.9816581,11,1,178.5878,Jose Abad Santos / Morong,0
14.6304726,120.981663,11,1,179.1033,Jose Abad Santos / Morong,0
14.63056,120.9815941,11,1,172.4072,Rizal Ave / Jose Abad Santos,0
14.6306587,120.9814546,11,1,156.9606,Rizal Ave / Jose Abad Santos,0
14.6307725,120.9813872,11,1,142.7075,Rizal Ave / Jose Abad Santos,0
14.6308846,120.9813316,11,1,129.0561,Rizal Ave / Jose Abad Santos,0
14.630946,120.9812547,11,1,120.3604,Rizal Ave / Jose Abad Santos,0
14.6310952,120.9811781,11,1,102.4176,Rizal Ave / Jose Abad Santos,0
14.6311925,120.981132,11,1,90.9061,Rizal Ave / Jose Abad Santos,0
14.6312302,120.9810433,11,1,85.7245,Rizal Ave / Jose Abad Santos,0
14.6313963,120.9809503,11,1,67.341,Rizal Ave / Jose Abad Santos,0
14.6314562,120.9808918,11,1,61.5782,Rizal Ave / Jose Abad Santos,0
